,bathrooms,sqft_living,sqft_lot,grade,condition,waterfront,view,age,UTM_X,UTM_Y,y
10420,1.75,1470,10390,7,3,0,0,26,560267.5336,5252059.427,5.419129308
10421,2.5,3910,14000,10,3,0,0,16,566102.4759,5276375.119,5.982949289
10422,3.25,2820,13059,8,4,0,0,39,565432.8953,5255627.007,5.635483747
10423,1.5,1460,7140,7,4,0,0,35,561049.312,5249422.246,5.309630167
10424,2.5,2150,8536,8,4,0,3,48,562957.7409,5268437.513,5.940018155
10425,1,2130,3825,7,3,0,0,98,554098.1818,5266603.713,5.525044807
10426,3,1530,1568,8,3,0,0,3,547492.1514,5283129.16,5.676647892
10427,2,1313,3600,8,3,0,0,111,547699.4822,5276139.759,5.946943271
10428,1.75,1420,3000,5,3,0,0,84,554684.8999,5260184.967,5.361727836
10429,1,1310,5200,7,3,0,0,69,552240.204,5280791.331,5.821840927
10430,1.5,1420,4923,8,4,0,0,87,549602.1001,5282068.655,5.831869774
10431,2.25,1930,8925,8,4,0,0,41,565735.2997,5255552.586,5.460897843
10432,2.5,2090,7434,7,3,0,0,22,549032.4902,5260512.781,5.511883361
10433,2.25,3550,11780,8,4,0,0,67,551596.9036,5285609.413,5.653212514
10434,2.5,1840,8234,8,3,0,0,21,552044.3594,5235065.069,5.472756449
10435,2.75,2220,4000,7,3,0,0,42,552267.7338,5269343.459,5.630427875
10436,1,1620,9450,7,3,0,0,87,551726.8563,5262469.88,5.423245874
10437,3.5,2630,3757,10,3,0,0,7,569622.0535,5264722.906,5.875032309
10438,1,1980,3243,8,3,0,0,103,550548.1399,5276830.663,5.900913068
10439,2.5,1820,16103,7,3,0,0,11,560718.017,5244961.911,5.423245874
10440,2.25,3260,8145,8,5,0,0,48,566482.8757,5275957.071,5.886490725
10441,2.25,1840,3500,8,5,0,0,105,553214.0656,5272786.433,5.894980291
10442,2.5,2240,5500,8,3,0,0,2,562590.0258,5260619.824,5.591008925
10443,1.75,1800,16026,8,3,0,0,43,566097.7581,5270161.705,5.693287157
10444,2.25,2410,9668,8,4,0,1,50,545691.6822,5283092.496,5.854609638
10445,1,1810,11205,7,3,0,2,100,555570.7296,5262093.895,5.694605199
10446,1.75,2120,9706,7,3,0,0,50,552951.3599,5260291.288,5.467682085
10447,1.75,1550,4054,7,4,0,0,89,552469.4866,5280337.689,5.67669361
10448,1,2590,4652,8,4,0,0,108,553066.2726,5272507.219,5.949390007
10449,2,1490,7651,7,3,0,0,27,551008.9154,5241068.691,5.403120521
10450,2,2070,4200,7,4,0,0,109,550078.8426,5278993.968,5.821185883
10451,1,1410,6400,7,5,0,0,60,550234.1305,5252131.686,5.47104515
10452,3.5,1740,1975,8,3,0,3,17,551783.8392,5273018.077,5.806179974
10453,2.5,1650,2807,7,3,0,0,11,560629.0557,5253574.731,5.376576957
10454,1,1510,15022,7,3,0,0,53,552586.6224,5242116.178,5.378397901
10455,1,1080,4000,7,3,0,0,75,546000.0574,5282050.154,5.941983235
10456,1.75,2000,5100,7,4,0,0,66,545708.9799,5280891.94,5.774516966
10457,1.5,1910,10583,7,4,0,0,93,559596.3362,5236381.308,5.393048466
10458,2.25,2070,8720,8,5,0,0,41,561409.6337,5279702.722,5.809559715
10459,1,1090,5265,7,4,0,0,68,553155.7171,5279176.867,5.761175813
10460,2.5,809,940,7,3,0,0,12,546349.0183,5266459.295,5.340444115
10461,2,1720,7560,7,3,0,0,56,556715.6808,5237053.094,5.31386722
10462,2.5,2200,7350,8,5,0,0,27,563260.3337,5254347.2,5.562292864
10463,2.25,1780,8784,7,3,0,0,38,562120.926,5283400.497,5.672097858
10464,2.5,2210,10119,7,4,0,0,49,558879.9461,5247499.533,5.475671188
10465,2.5,2850,10474,8,4,0,0,61,559434.8372,5274569.334,6.06069784
10466,3,2050,4000,8,3,0,0,1,554754.8666,5244592.182,5.568469261
10467,1.75,1140,9800,7,4,0,0,47,555180.585,5239461.407,5.31386722
10468,1,1700,4165,7,3,0,0,97,554392.624,5267306.667,5.669781615
10469,1,1240,3500,7,4,0,0,88,549007.9567,5281330.047,5.819543936
10470,1,1030,5934,7,4,0,0,87,553511.6803,5281291.943,5.662757832
10471,2,1510,3817,8,3,0,0,110,553061.2154,5273062.907,5.829303773
10472,2.5,2280,10255,8,4,0,0,30,563267.6457,5253669.283,5.579783597
10473,2,1840,6000,6,4,0,0,107,545746.3017,5266554.574,5.716837723
10474,2.25,1780,10748,8,4,0,0,51,566694.5244,5290231.583,5.596597096
10475,2.75,2410,6000,8,5,0,0,65,545116.3793,5279875.887,5.90579588
10476,1,790,8100,6,3,0,0,68,552127.7547,5284958.378,5.414889822
10477,2.25,2420,7927,7,4,0,0,42,549237.6245,5289645.836,5.602059991
10478,1,1420,10980,7,4,0,0,61,564828.6833,5269313.842,5.58546073
10479,1.75,1520,11085,8,3,0,0,32,569997.0114,5277376.544,5.677223583
10480,1.75,2450,8603,8,5,0,0,75,544004.7185,5277966.791,5.929418926
10481,2,1460,5715,7,3,0,0,58,554485.368,5265429.165,5.531478917
10482,1.75,2250,16000,8,3,0,0,58,549035.6194,5242074.417,5.447158031
10483,1.5,1480,6752,7,4,0,0,56,562058.9076,5260980.955,5.48735052
10484,1,1260,3960,6,3,0,0,90,545700.157,5282014.445,5.614897216
10485,2.75,2620,13777,9,4,0,2,89,553767.1247,5269868.351,5.990338855
10486,2.5,2550,5100,9,3,0,0,1,550591.5504,5280476.659,6.039414119
10487,2.5,1190,8175,7,3,0,0,29,560075.2286,5256103.157,5.462397998
10488,1,1130,9907,7,3,0,0,61,553838.7841,5253886.369,5.255151851
10489,2.5,1480,1485,8,3,0,0,8,550628.3686,5276242.284,5.766412847
10490,1,1200,6014,6,4,0,0,66,554188.7758,5264948.481,5.596597096
10491,2.25,1660,10247,7,5,0,0,47,558341.5485,5286162.319,5.653212514
10492,1.75,1750,11461,7,4,0,0,39,559703.5634,5240728.074,5.366615312
10493,1,930,10505,6,3,0,0,85,550598.8017,5253579.669,5.371067862
10494,4,3770,9750,9,4,0,0,48,547477.5275,5284918.506,5.940516485
10495,1.5,1720,8100,8,3,0,0,108,545037.9548,5280308.747,5.824125834
10496,1,840,7414,6,4,0,0,87,562149.3144,5280744.281,5.556302501
10497,1.5,1300,1435,8,3,0,0,8,551856.13,5273341.044,5.742332282
10498,2.5,2000,7650,7,4,0,0,55,553740.9506,5248094.923,5.423245874
10499,1,1470,6061,7,3,0,0,70,553566.1329,5258963.148,5.17768076
10500,2.5,3280,10302,10,3,0,0,45,553574.4405,5282626.302,6.031408464
10501,1,1600,10183,6,4,0,0,49,559673.3149,5236248.715,5.190191581
10502,1,1090,4000,7,4,0,0,70,546080.0303,5281428.369,5.838849091
10503,1.75,2180,4000,7,4,0,0,89,553305.3647,5279233.809,5.763427994
10504,1,1680,6500,7,4,0,0,74,546047.964,5266468.029,5.711807229
10505,1,720,18000,6,3,0,0,65,555650.7849,5261594.501,5.290034611
10506,2.25,2070,9957,8,3,0,0,38,554164.8422,5291723.807,5.671172843
10507,2,1220,17652,7,4,0,0,35,567818.9097,5257921.565,5.380211242
10508,2.25,2640,3000,7,3,0,0,107,549282.2044,5275530.518,6.188928484
10509,1,1230,3800,7,3,0,0,87,553139.5729,5280943.972,5.638489257
10510,1.75,2340,4206,7,5,0,0,98,553545.7096,5269410.616,5.806179974
10511,1,1030,15264,7,4,0,0,53,562658.6809,5261242.986,5.380211242
10512,2.25,3000,13899,8,4,0,0,40,567229.3427,5276376.902,5.77815125
10513,4,4050,11358,10,4,0,0,35,558301.2205,5267688.931,6.109915863
10514,4,4320,8709,11,3,0,0,9,569992.1311,5265249.737,6.021189299
10515,2.5,1340,4200,7,3,0,0,13,558519.8733,5238148.802,5.336459734
10516,1,1290,5376,6,3,0,0,70,551396.6886,5282806.705,5.986771734
10517,2.25,2380,7700,8,4,0,0,38,560772.6188,5254276.435,5.563065578
10518,1.5,1580,10517,6,4,0,0,58,559431.523,5237724.467,5.368286885
10519,1.75,2430,9133,7,4,0,0,37,563475.0381,5262363.267,5.525044807
10520,1,1260,4080,7,4,0,0,104,550752.6276,5279222.099,5.790988475
10521,2,2490,9525,9,5,0,0,47,558898.6646,5268128.402,5.973127854
10522,2.75,1960,13252,8,5,0,0,40,564772.9532,5267557.054,5.740362689
10523,2,1660,5070,8,3,0,3,65,552964.9385,5267104.599,5.691081492
10524,2.5,2230,4372,8,5,0,0,80,549996.695,5279815.748,5.954242509
10525,2.5,2550,17209,9,3,0,0,19,565090.8543,5259268.858,5.709269961
10526,2,1610,4770,7,4,0,0,74,546589.4484,5264616.227,5.694605199
10527,1.75,710,5050,6,4,0,0,65,547053.4705,5263075.052,5.537819095
10528,1,1660,11060,7,4,0,0,53,550923.7349,5242179.358,5.393575203
10529,2.25,2320,6375,7,4,0,0,48,554244.0232,5242653.581,5.414973348
10530,2.25,2540,7216,8,3,0,0,24,549223.5784,5237663.743,5.423245874
10531,1.75,1600,4000,7,5,0,0,97,552578.1723,5276615.23,5.838849091
10532,1.5,1060,5750,7,4,0,2,34,547325.9893,5266611.615,5.549003262
10533,2,1430,12430,7,4,0,0,58,561918.8597,5259979.145,5.484299839
10534,2.25,1890,9646,8,3,0,0,49,552810.8404,5259167.462,5.511883361
10535,1.75,1160,6828,7,3,0,0,74,552675.1417,5282495.82,5.66133934
10536,1,1580,8308,7,3,0,0,67,546762.9001,5261750.121,5.531478917
10537,1,1190,10350,7,4,0,0,56,556673.7807,5287990.897,5.485721426
10538,2.5,1610,1246,9,3,0,1,1,546943.4744,5276733.802,5.819511033
10539,2,1580,1972,8,3,0,2,8,546163.0193,5270948.035,5.73239376
10540,1,1240,5500,7,3,0,0,61,551296.0904,5277192.874,5.954242509
10541,1,960,8100,6,3,0,0,79,552424.0087,5260297.656,5.365487985
10542,1,1180,6050,6,3,0,0,71,556566.1539,5260391.79,5.28780173
10543,1.5,1180,7700,7,4,0,0,56,565155.9127,5273685.707,5.591064607
10544,2.25,2160,8119,8,3,0,0,49,561930.6086,5265981.257,5.643452676
10545,2.5,2180,10140,7,4,0,0,47,566721.4117,5281361.814,5.73239376
10546,3.5,3160,4200,8,3,0,4,16,553224.2076,5271675.06,6.055951405
10547,2,1760,7700,7,4,0,0,53,551529.3359,5242051.259,5.28780173
10548,2.5,2540,7680,9,4,0,1,75,547701.0782,5285098.173,5.829303773
10549,1,1210,7667,6,3,0,0,65,545353.3639,5278366.151,5.723455672
10550,2.5,2800,4000,9,3,0,0,4,549621.6303,5279779.193,6.165837625
10551,1,1240,5250,6,4,0,0,111,559808.1236,5260112.806,5.344392274
10552,2,1340,10200,7,3,0,0,62,548621.9557,5291563.511,5.531415046
10553,1.75,1390,10660,7,4,0,0,55,551071.4587,5251260.889,5.434568904
10554,1,920,7314,6,3,0,0,55,558979.0724,5237597.667,5.318063335
10555,2,1220,14645,6,3,0,0,45,566521.4834,5259351.625,5.498310554
10556,2.5,1970,9153,8,3,0,0,8,554846.24,5290974.391,5.707527596
10557,2,2020,6867,8,5,0,0,73,553118.9552,5283200.094,5.795880017
10558,3,2650,4924,8,3,0,0,4,557090.0839,5291396.198,5.720159303
10559,1,1250,4558,7,3,0,0,67,546741.3121,5264450.724,5.550228353
10560,1,1010,7633,6,4,0,0,54,551784.3831,5247410.505,5.352182518
10561,1.5,1630,2946,8,4,0,0,83,551781.8428,5281687.529,5.759516759
10562,3,3700,16857,10,3,0,0,15,545620.1443,5282647.349,6.041392685
10563,1.75,1700,8481,7,3,0,0,22,552578.5323,5234547.448,5.477121255
10564,2.75,1910,11356,7,5,0,0,38,560021.4939,5283256.168,5.79940948
10565,1.5,1300,1676,7,3,0,2,72,552004.5532,5273553.544,5.835690571
10566,1.5,1160,1031,8,3,0,0,7,548284.8409,5278022.949,5.661812686
10567,2.25,2860,11545,8,4,0,0,49,562555.7984,5270845.133,5.980911938
10568,1.75,2090,6258,7,3,0,0,59,552593.6713,5266556.632,5.544068044
10569,2,1120,780,8,3,0,0,11,544368.3241,5269655.958,5.579783597
10570,2,1570,5706,7,3,0,0,17,561368.1539,5240556.238,5.423245874
10571,2.25,2070,10488,7,4,0,0,57,565987.3481,5273272.684,5.602059991
10572,3.75,2560,5250,7,3,0,0,52,549336.8476,5286790.17,5.698100546
10573,1,620,7620,6,3,0,0,89,549057.1555,5257567.699,5.326335861
10574,2.75,2170,5988,8,3,0,0,1,551195.8465,5288562.417,5.741151599
10575,2,1880,9659,8,3,0,0,64,553668.0895,5288729.253,5.67669361
10576,2.25,2200,7355,8,4,0,0,29,567264.677,5286303.298,5.804139432
10577,1.5,1370,1221,8,3,0,0,7,552089.0366,5272509.523,5.649334859
10578,2,1070,675,8,3,0,0,8,553865.4911,5267357.355,5.62324929
10579,2.5,1790,6371,8,3,0,0,17,562863.6589,5242072.458,5.434568904
10580,2.25,1900,18000,7,4,0,0,47,548813.7439,5241494.646,5.326335861
10581,2.75,2860,6000,8,4,0,0,113,551425.5893,5271025.393,5.875061263
10582,2.5,2040,11841,7,3,0,0,21,569913.1514,5246597.858,5.380211242
10583,2.25,1970,7210,8,4,0,0,37,562574.2975,5247960.057,5.530199698
10584,1,1280,3900,7,4,0,0,94,549861.1225,5278114.04,5.868056362
10585,1,1200,6561,6,3,0,0,65,547947.0504,5291635.692,5.42111013
10586,2.5,2260,5500,7,3,0,0,105,545933.0932,5281027.08,5.607455023
10587,2.5,2550,7349,9,3,0,0,26,549209.3803,5239364.057,5.567026366
10588,2,1410,7265,7,4,0,0,32,569767.0312,5246184.875,5.439253724
10589,1,1390,6000,5,3,0,0,61,562136.1092,5260803.938,5.361727836
10590,1,2020,7540,7,3,0,0,94,554188.5697,5264970.708,5.612783857
10591,2,1250,1306,7,3,0,0,15,545792.1716,5279858.938,5.691081492
10592,2.5,2260,5172,9,3,0,0,11,565417.3855,5283847.935,5.806179974
10593,2.5,1980,17342,10,3,1,4,31,547261.6868,5255930.266,5.579783597
10594,1.75,1600,2538,7,3,0,0,86,550546.4034,5277030.712,5.926856709
10595,1,1300,8879,7,3,0,0,65,550523.0724,5288345.337,5.511883361
10596,2,1824,7120,9,3,0,0,5,555139.5667,5243840.008,5.575072326
10597,1.75,2130,8151,7,4,0,0,48,560297.1989,5249169.958,5.45484486
10598,1.75,1750,10870,7,5,0,0,47,561155.6069,5260926.988,5.579783597
10599,3.5,3390,3979,9,3,0,0,1,544459.8603,5277370.066,6.023124828
10600,1.5,1090,847,8,3,0,0,6,548595.5148,5285772.473,5.503790683
10601,1.75,1230,13056,7,4,0,0,53,554489.1769,5240655.298,5.243038049
10602,2.25,2160,8817,7,3,0,0,50,548262.2581,5289771.016,5.525044807
10603,2.5,1365,1090,7,3,0,0,12,550739.8309,5280689.131,5.72427587
10604,2.25,1280,835,7,3,0,0,6,553863.6461,5267557.401,5.568201724
10605,2,1540,3600,7,3,0,0,21,552909.3881,5273228.247,5.698970004
10606,2.5,2530,10155,8,3,0,0,17,564499.2305,5244524.232,5.544068044
10607,2.75,2330,4780,8,3,0,3,85,550909.5062,5243824.117,5.740362689
10608,2,1830,3500,7,5,0,0,106,546403.8563,5269027.152,5.743509765
10609,1.75,1490,3840,8,3,0,0,31,558980.4835,5282322.961,5.921686475
10610,1.5,1040,1824,6,3,0,0,90,552539.5301,5280894.061,5.541579244
10611,1,1070,6000,7,3,0,0,60,550088.4665,5286585.425,5.51054501
10612,1.5,1320,8000,7,3,0,0,58,565995.9015,5272516.953,5.614897216
10613,1.75,1520,10630,7,4,0,0,48,560506.3735,5287129.264,5.628899564
10614,2.25,2590,9263,8,5,0,0,38,555296.539,5290900.863,5.716003344
10615,1.75,2020,4800,8,4,0,0,89,552996.651,5280153.517,5.924279286
10616,2.75,2300,18360,7,4,0,0,36,563320.9693,5255714.963,5.498310554
10617,1.5,1040,9997,7,4,0,0,60,552310.278,5289672.736,5.462397998
10618,3.5,2680,10000,8,3,0,0,73,552792.582,5286086.985,5.716003344
10619,1.75,1400,7300,6,3,0,0,67,555129.4067,5260978.266,5.322219295
10620,2.5,1300,1331,8,3,0,0,8,548653.8941,5278792.931,5.785329835
10621,1,750,4000,6,4,0,0,89,554771.0741,5267065.682,5.625312451
10622,1,980,10960,7,4,0,0,62,562176.5479,5271152.298,5.740362689
10623,2.25,1330,1198,8,3,0,0,8,547999.6771,5267039.458,5.511883361
10624,2.25,2770,15886,10,3,0,0,33,547824.6131,5288311.353,5.829303773
10625,1,940,5120,7,3,0,0,106,552010.5018,5272886.719,5.574031268
10626,1.5,1460,5700,7,3,0,0,103,551634.4158,5281386.119,5.763427994
10627,2.5,2560,9825,9,4,0,0,27,564331.9796,5266607.408,5.915399835
10628,2.25,1440,3488,7,4,0,0,32,562841.4692,5286153.702,5.496237545
10629,1,1410,7200,6,4,0,0,114,552476.3557,5271234.813,5.84509804
10630,2.5,1700,4268,7,3,0,0,15,555306.713,5242129.989,5.389166084
10631,2.5,3030,8507,9,3,0,0,12,561860.4228,5279674.152,5.955206538
10632,3,3040,5067,10,3,0,2,22,555161.725,5265535.541,5.814913181
10633,2,1239,6036,7,3,0,0,6,562287.9158,5246489.898,5.403293861
10634,2.25,1890,7314,7,3,0,0,34,562463.3498,5251293.249,5.40654018
10635,1,1410,6750,6,3,0,0,86,554329.3803,5266016.786,5.638489257
10636,2.5,2830,3750,10,3,0,0,1,546159.3131,5280895.496,5.986749347
10637,2.5,1320,1780,7,3,0,0,10,555024.71,5264100.468,5.344392274
10638,2.25,1980,13132,7,4,0,0,53,552745.4592,5249675.238,5.488127496
10639,3.5,2490,2722,8,3,0,0,16,562779.8041,5270992.034,5.790249969
10640,1,1030,5000,6,5,0,0,98,547829.9917,5278541.58,5.658011397
10641,2,2250,7757,8,3,0,0,23,552345.5615,5235223.329,5.534026106
10642,3,3290,10783,9,3,0,0,25,562036.1893,5248876.858,5.653164256
10643,1.5,900,8690,6,5,0,0,74,545649.9452,5269254.609,5.667452953
10644,1.75,1930,11200,8,3,0,2,64,547214.8016,5289551.213,5.764176132
10645,2.25,1040,1516,8,3,0,0,7,552089.2351,5272487.295,5.633468456
10646,1.75,2020,6565,8,3,0,0,59,553812.6045,5281216.916,5.806179974
10647,1,1380,5484,8,3,0,0,68,545144.3831,5276263.883,5.734891798
10648,2.5,2650,2387,8,3,0,0,95,547929.771,5275541.463,5.929418926
10649,1,1330,5510,6,3,0,0,105,547876.1638,5282054.186,5.62065648
10650,1.75,1710,11900,7,3,0,0,57,547818.4949,5261591.938,5.505082115
10651,2.5,1260,900,7,3,0,0,8,546338.2608,5267815.162,5.579783597
10652,2,1410,11995,8,4,0,0,50,565658.7079,5269078.588,5.707570176
10653,1,820,4234,6,3,0,1,64,546216.5476,5264179.809,5.591008925
10654,1,720,5196,7,3,0,0,104,549749.6134,5282370.014,5.431363764
10655,1.75,1210,7507,7,3,0,0,33,557461.9118,5284108.382,5.534660576
10656,2.5,1553,1991,8,3,0,0,1,549513.0452,5283712.877,5.614897216
10657,3.5,3420,8000,10,3,0,0,9,559263.8277,5269210.232,6.158027594
10658,2.25,3200,15367,9,4,0,0,53,558990.159,5266517.684,6.086359831
10659,2.75,2020,8093,7,5,0,0,54,550052.2093,5290786.527,5.563481085
10660,3.25,3930,12719,10,4,0,2,41,559200.4515,5268042.535,6.096910013
10661,2.5,1720,5940,8,4,0,0,38,565394.3407,5279223.729,5.698100546
10662,1.75,1990,5600,8,3,0,1,74,543932.6446,5277566.125,5.891537458
10663,2.75,2830,18050,7,5,0,0,57,558206.8221,5269610.843,6.041392685
10664,1.75,1570,3000,7,4,0,0,107,551350.011,5279594.126,5.72427587
10665,2.25,2170,5001,8,3,0,0,1,549673.7219,5282469.397,5.904174368
10666,2.75,3040,2800,9,3,0,0,109,550565.8879,5274785.724,5.924279286
10667,3.25,1500,1442,8,3,0,0,8,547995.8414,5267506.232,5.539076099
10668,2,3120,9400,9,5,0,0,37,563941.7791,5267881.343,5.931966115
10669,2.25,1430,5999,7,3,0,0,28,548523.8513,5239991.866,5.344392274
10670,1,1410,8925,7,3,0,0,57,562898.583,5280874.602,5.643452676
10671,2.5,3220,5262,9,3,0,0,12,562887.0435,5281941.533,5.916453949
10672,1,900,4500,7,3,0,0,64,555326.5376,5264025.514,5.420450859
10673,2.25,1460,1851,9,3,0,0,1,547916.4197,5277164.081,5.8162413
10674,2.25,2160,8817,7,3,0,0,50,548262.2581,5289771.016,5.698926573
10675,2,1480,3132,6,5,0,0,105,551766.3159,5266515.899,5.525044807
10676,1,890,6350,6,3,0,0,72,548244.5412,5282879.718,5.498259538
10677,3.25,2640,4080,9,3,0,0,103,550603.2457,5279131.881,5.968482949
10678,1,1260,4800,6,3,0,0,68,546978.0066,5263096.674,5.447158031
10679,4.5,4400,15580,11,3,0,0,12,559583.5231,5274726.461,6.255272505
10680,2.5,3520,7815,10,3,0,3,86,544163.9241,5276778.747,6.146128036
10681,2.75,1930,13041,8,4,0,0,35,568583.4568,5288941.983,5.671635597
10682,2.5,2090,4590,7,3,0,0,10,563157.7138,5249866.893,5.477121255
10683,2.75,1900,6000,7,3,0,2,54,558072.0172,5260462.109,5.665580991
10684,1,1120,7500,7,4,0,2,44,567929.0959,5274350.932,5.73239376
10685,1,1250,9472,6,4,0,0,43,563721.0125,5260520.879,5.40654018
10686,2.5,2550,13458,9,3,0,0,25,566126.5791,5267616.683,5.854306042
10687,2.75,2990,11210,8,4,0,1,38,550163.8361,5242684.08,5.544068044
10688,1.5,1580,3680,8,3,0,2,74,546852.2533,5269386.394,5.72427587
10689,2.25,1530,6600,7,4,0,0,47,561198.4454,5256826.114,5.528273777
10690,1.75,1810,9750,7,4,0,0,38,551626.0957,5290755.868,5.602059991
10691,2.25,1840,8400,8,3,0,0,54,562300.456,5266585.391,5.674677468
10692,1.5,1090,5003,7,3,0,0,53,550940.2657,5283514.033,5.544068044
10693,1,1220,7585,7,4,0,0,61,560576.2338,5273202.834,5.883661435
10694,1.75,1560,4049,7,3,0,2,89,547011.252,5268320.689,5.654176542
10695,1,1180,6000,7,3,0,0,105,547083.9855,5277935.31,5.653212514
10696,1.5,1340,7912,7,3,0,0,60,549530.2757,5290481.943,5.495544338
10697,2,1330,8100,7,4,0,0,46,561867.3184,5286076.549,5.586587305
10698,1.75,2060,4080,7,3,0,0,93,550672.3231,5279821.594,5.749736316
10699,2.75,2240,3600,7,3,0,0,114,550641.1192,5274775.263,5.795880017
10700,2.25,2950,8036,8,3,0,0,52,551519.8377,5285842.141,5.587149498
10701,1,1000,7134,6,3,0,0,72,557249.2571,5259864.932,5.217483944
10702,2,2800,8540,8,4,0,0,38,565589.7443,5281871.357,5.86923172
10703,1,1580,6300,7,3,0,0,90,546260.2497,5277639.727,5.728353782
10704,2,1650,11256,7,4,0,0,58,555762.8066,5257738.83,5.46834733
10705,2.5,1630,1755,8,3,0,0,18,561832.6487,5282285.908,5.623145875
10706,1,1180,7537,7,3,0,0,46,558419.7798,5285840.769,5.602059991
10707,1.5,1240,5506,7,4,0,0,44,553818.9121,5264244.848,5.352182518
10708,2.25,2550,9674,7,3,0,0,56,556726.3784,5259404.146,5.550228353
10709,2.5,2250,10160,8,5,0,0,48,558747.551,5268193.568,6.025305865
10710,1.5,1200,890,8,3,0,0,7,549425.7585,5276320.871,5.667406252
10711,1.5,1430,8000,7,5,0,0,67,550798.0821,5291182.036,5.51851394
10712,1.75,1980,5100,7,3,0,0,50,549000.8378,5282174.704,5.635986112
10713,2,1410,10625,7,3,0,0,35,566671.9583,5246093.392,5.361727836
10714,2.75,2920,4500,9,3,0,0,16,565893.3681,5268280.949,5.86332286
10715,2.5,1990,8325,8,4,0,0,18,559940.6206,5283822.203,5.770852012
10716,1,1070,4505,7,4,0,2,96,546366.1201,5264303.25,5.806519134
10717,1.5,1940,12100,7,3,0,0,53,562735.2771,5282095.505,5.591064607
10718,1,1730,9610,7,3,0,0,53,554057.6482,5238261.79,5.301029996
10719,1.75,2050,5160,8,4,0,0,89,552281.1189,5276234.655,5.868644438
10720,2.5,2790,5602,8,3,0,0,6,564021.198,5260624.188,5.703291378
10721,1.75,1300,5120,6,4,0,0,90,545588.7948,5267453.604,5.711807229
10722,1.5,1850,8124,7,4,0,0,67,548066.8851,5286212.663,5.643699365
10723,3,2670,11761,7,3,0,0,34,565361.3608,5282157.782,5.711807229
10724,1.75,1890,9623,7,4,0,0,46,554516.9292,5237654.745,5.498241613
10725,3.25,3160,10043,9,3,0,2,4,557170.2702,5283249.65,6.096910013
10726,3.5,3670,3959,10,3,0,0,7,547099.7143,5275990.389,6.176091259
10727,1.5,1310,1266,8,3,0,0,13,544529.3202,5268267.891,5.648360011
10728,2.5,3410,13809,10,4,0,3,42,550912.8714,5243435.154,5.812244697
10729,1.5,1040,1264,9,3,0,0,0,552548.8332,5271535.56,5.361727836
10730,4.5,4140,9066,7,3,0,0,37,553163.2532,5286557.193,5.752048448
10731,2.5,2030,7140,7,4,0,0,47,566945.3518,5274939.769,5.74530906
10732,2.5,2020,11935,9,4,0,0,39,568212.7486,5275799.228,5.748188027
10733,4.5,4440,9784,10,3,0,0,3,554633.0028,5257672.613,5.77815125
10734,1,1450,4000,8,4,0,1,67,555221.7464,5267147.728,5.720159303
10735,2.5,2700,6769,9,3,0,0,16,563790.1987,5247217.338,5.672097858
10736,2.75,2110,8190,8,5,0,0,49,567618.338,5275225.42,5.872738827
10737,2.25,2130,8721,8,3,0,0,28,560040.1117,5252168.241,5.499687083
10738,2.5,3370,4850,9,3,0,0,8,562576.0013,5261931.218,5.73239376
10739,1.5,1240,15867,7,3,0,0,53,559852.2031,5285121.758,5.550228353
10740,1,1150,4681,7,3,0,0,60,549790.729,5286327.223,5.553883027
